k,d,ek,ed,roundSwing,adr,eadr,kast,ekast,rating,playerID,side,team,map,matchID
11.0,7.0,11.0,8.0,11.89,96.4,92.4,60.0,59.7,1.75,12018,ct,Falcons,mrg,2389281
10.0,7.0,11.0,7.0,3.66,100.5,103.4,90.0,90.7,1.52,3741,ct,Falcons,mrg,2389281
6.0,8.0,5.0,9.0,-3.96,80.2,72.8,90.0,91.7,0.85,19230,ct,Falcons,mrg,2389281
6.0,8.0,6.0,8.0,-3.71,67.5,66.2,80.0,79.7,0.81,19677,ct,Falcons,mrg,2389281
1.0,7.0,1.0,7.0,-9.29,18.1,18.5,50.0,46.7,0.34,25432,ct,Falcons,mrg,2389281
9.0,9.0,10.0,9.0,0.38,69.5,74.3,58.3,69.0,1.11,19230,t,Falcons,mrg,2389281
9.0,9.0,8.0,8.0,-4.0,78.8,78.8,50.0,44.9,0.93,25432,t,Falcons,mrg,2389281
6.0,8.0,6.0,7.0,-0.39,47.3,46.4,66.7,62.7,0.82,3741,t,Falcons,mrg,2389281
6.0,9.0,7.0,8.0,-5.49,56.2,60.5,58.3,62.7,0.81,19677,t,Falcons,mrg,2389281
4.0,10.0,4.0,10.0,-3.45,69.0,69.0,66.7,69.2,0.64,12018,t,Falcons,mrg,2389281
23.0,11.0,24.0,12.0,6.57,105.5,103.1,86.4,82.4,1.8,22929,total,PARIVISION,mrg,2389281
12.0,11.0,10.0,12.0,3.81,59.9,54.1,68.2,61.0,1.13,13776,total,PARIVISION,mrg,2389281
17.0,15.0,15.0,15.0,-2.28,82.3,76.9,81.8,86.6,1.04,23685,total,PARIVISION,mrg,2389281
10.0,14.0,11.0,14.0,1.11,53.6,57.5,72.7,73.2,1.02,19235,total,PARIVISION,mrg,2389281
20.0,17.0,19.0,18.0,-1.51,83.9,78.0,68.2,57.0,0.97,22471,total,PARIVISION,mrg,2389281
10.0,4.0,8.0,4.0,13.04,87.0,79.6,75.0,63.3,1.71,13776,ct,PARIVISION,mrg,2389281
11.0,6.0,11.0,7.0,6.7,96.2,87.7,75.0,63.4,1.49,22929,ct,PARIVISION,mrg,2389281
12.0,10.0,10.0,11.0,-2.43,97.1,87.5,50.0,46.3,0.96,22471,ct,PARIVISION,mrg,2389281
8.0,7.0,7.0,7.0,-3.03,73.0,71.5,66.7,76.2,0.88,23685,ct,PARIVISION,mrg,2389281
4.0,7.0,4.0,7.0,-1.33,39.2,39.9,75.0,72.1,0.8,19235,ct,PARIVISION,mrg,2389281
12.0,5.0,13.0,5.0,6.41,116.6,121.7,100.0,105.1,2.16,22929,t,PARIVISION,mrg,2389281
6.0,7.0,6.0,6.0,4.04,70.9,78.7,70.0,74.5,1.27,19235,t,PARIVISION,mrg,2389281
9.0,8.0,7.0,8.0,-1.38,93.4,83.3,100.0,99.1,1.22,23685,t,PARIVISION,mrg,2389281
8.0,7.0,8.0,7.0,-0.39,68.0,66.6,90.0,69.7,0.98,22471,t,PARIVISION,mrg,2389281
2.0,7.0,2.0,7.0,-7.26,27.3,23.4,60.0,58.2,0.44,13776,t,PARIVISION,mrg,2389281
15.0,13.0,18.0,13.0,3.99,76.5,85.3,79.2,68.1,1.35,12018,total,Falcons,d2,2389281
12.0,13.0,12.0,15.0,1.4,54.2,52.0,62.5,58.3,0.95,19230,total,Falcons,d2,2389281
14.0,16.0,13.0,16.0,-3.44,65.2,62.4,70.8,71.7,0.87,19677,total,Falcons,d2,2389281
14.0,15.0,13.0,15.0,-2.73,61.2,57.2,79.2,67.5,0.85,3741,total,Falcons,d2,2389281
8.0,17.0,8.0,18.0,-5.59,52.2,52.1,70.8,64.5,0.62,25432,total,Falcons,d2,2389281
8.0,6.0,9.0,7.0,6.07,66.0,64.8,66.7,58.0,1.26,19230,ct,Falcons,d2,2389281
5.0,6.0,7.0,6.0,1.92,65.9,78.0,83.3,61.7,1.07,12018,ct,Falcons,d2,2389281
8.0,11.0,7.0,11.0,-8.51,88.8,81.8,58.3,56.9,0.61,19677,ct,Falcons,d2,2389281
9.0,8.0,8.0,8.0,-6.7,55.4,48.4,75.0,49.9,0.59,3741,ct,Falcons,d2,2389281
3.0,10.0,3.0,10.0,-8.84,42.2,40.2,75.0,68.3,0.41,25432,ct,Falcons,d2,2389281
10.0,7.0,11.0,7.0,6.06,87.0,92.7,75.0,74.5,1.62,12018,t,Falcons,d2,2389281
6.0,5.0,6.0,5.0,1.62,41.5,43.1,83.3,86.5,1.13,19677,t,Falcons,d2,2389281
5.0,7.0,5.0,7.0,1.25,67.1,66.0,83.3,85.0,1.1,3741,t,Falcons,d2,2389281
5.0,7.0,5.0,8.0,-2.34,62.2,63.9,66.7,60.7,0.84,25432,t,Falcons,d2,2389281
4.0,7.0,4.0,8.0,-3.28,42.5,39.2,58.3,58.6,0.64,19230,t,Falcons,d2,2389281
19.0,10.0,20.0,9.0,4.76,81.6,82.3,91.7,78.8,1.47,23685,total,PARIVISION,d2,2389281
16.0,11.0,16.0,12.0,5.73,67.2,68.0,70.8,55.4,1.28,22929,total,PARIVISION,d2,2389281
14.0,9.0,12.0,11.0,1.0,56.8,51.1,79.2,66.3,0.99,13776,total,PARIVISION,d2,2389281
12.0,16.0,12.0,16.0,-1.25,63.2,64.2,66.7,64.0,0.84,22471,total,PARIVISION,d2,2389281
13.0,17.0,14.0,18.0,-3.86,53.4,56.4,75.0,68.8,0.78,19235,total,PARIVISION,d2,2389281
9.0,4.0,10.0,4.0,0.96,70.2,69.5,100.0,73.8,1.13,23685,ct,PARIVISION,d2,2389281
8.0,5.0,7.0,7.0,2.68,63.9,61.9,83.3,60.3,1.05,13776,ct,PARIVISION,d2,2389281
6.0,5.0,7.0,6.0,3.91,55.5,57.7,66.7,35.7,0.99,22929,ct,PARIVISION,d2,2389281
4.0,8.0,4.0,8.0,-3.62,53.1,58.8,66.7,60.7,0.64,22471,ct,PARIVISION,d2,2389281
6.0,8.0,7.0,9.0,-7.25,57.3,59.9,66.7,62.6,0.62,19235,ct,PARIVISION,d2,2389281
10.0,6.0,11.0,5.0,8.56,93.0,95.1,83.3,83.7,1.81,23685,t,PARIVISION,d2,2389281
10.0,6.0,10.0,6.0,7.55,78.8,78.4,75.0,75.1,1.57,22929,t,PARIVISION,d2,2389281
8.0,8.0,7.0,8.0,1.13,73.2,69.6,66.7,67.3,1.04,22471,t,PARIVISION,d2,2389281
7.0,9.0,7.0,10.0,-0.48,49.5,52.9,83.3,74.9,0.94,19235,t,PARIVISION,d2,2389281
6.0,4.0,5.0,4.0,-0.69,49.6,40.3,75.0,72.3,0.93,13776,t,PARIVISION,d2,2389281
19.0,14.0,20.0,14.0,3.59,85.2,83.8,66.7,70.8,1.4,3741,total,Falcons,inf,2389281
17.0,16.0,18.0,17.0,4.32,73.6,75.8,79.2,72.2,1.22,19677,total,Falcons,inf,2389281
7.0,13.0,8.0,13.0,-2.39,50.5,53.4,70.8,66.3,0.79,12018,total,Falcons,inf,2389281
13.0,15.0,13.0,16.0,-4.14,51.5,51.7,70.8,70.9,0.78,19230,total,Falcons,inf,2389281
11.0,20.0,12.0,20.0,-3.61,45.1,45.8,62.5,50.8,0.66,25432,total,Falcons,inf,2389281
15.0,6.0,15.0,6.0,9.33,126.3,120.3,66.7,67.3,1.95,3741,ct,Falcons,inf,2389281
10.0,8.0,10.0,9.0,4.58,90.4,88.0,83.3,65.1,1.23,19677,ct,Falcons,inf,2389281
7.0,9.0,8.0,10.0,-4.2,67.4,67.1,75.0,57.2,0.74,25432,ct,Falcons,inf,2389281
3.0,6.0,3.0,7.0,-5.07,35.9,37.2,66.7,53.2,0.57,12018,ct,Falcons,inf,2389281
4.0,7.0,4.0,9.0,-5.45,34.9,35.8,66.7,62.3,0.53,19230,ct,Falcons,inf,2389281
7.0,8.0,8.0,8.0,4.07,56.8,63.6,75.0,79.3,1.21,19677,t,Falcons,inf,2389281
9.0,8.0,9.0,7.0,-2.83,68.2,67.5,75.0,79.5,1.03,19230,t,Falcons,inf,2389281
4.0,7.0,4.0,7.0,0.29,65.1,69.6,75.0,79.4,1.01,12018,t,Falcons,inf,2389281
4.0,8.0,4.0,8.0,-2.15,44.1,47.3,66.7,74.3,0.84,3741,t,Falcons,inf,2389281
4.0,11.0,5.0,10.0,-3.02,22.8,24.5,50.0,44.4,0.57,25432,t,Falcons,inf,2389281
21.0,14.0,21.0,15.0,4.27,104.6,103.0,87.5,83.6,1.51,22929,total,PARIVISION,inf,2389281
17.0,11.0,18.0,11.0,2.82,65.8,70.8,91.7,79.9,1.37,22471,total,PARIVISION,inf,2389281
16.0,9.0,13.0,10.0,0.42,50.8,45.5,79.2,66.7,1.0,13776,total,PARIVISION,inf,2389281
14.0,17.0,15.0,19.0,-0.47,70.4,73.6,75.0,70.7,0.99,23685,total,PARIVISION,inf,2389281
10.0,16.0,10.0,16.0,-4.8,61.4,63.7,70.8,67.6,0.72,19235,total,PARIVISION,inf,2389281
11.0,7.0,11.0,8.0,3.11,118.2,109.5,91.7,81.2,1.39,22929,ct,PARIVISION,inf,2389281
12.0,3.0,10.0,4.0,4.56,72.8,62.6,91.7,64.5,1.27,13776,ct,PARIVISION,inf,2389281
8.0,8.0,9.0,10.0,0.65,72.0,73.4,83.3,72.0,1.03,23685,ct,PARIVISION,inf,2389281
8.0,7.0,8.0,8.0,-4.19,84.4,84.8,75.0,64.2,0.89,19235,ct,PARIVISION,inf,2389281
3.0,3.0,3.0,3.0,-0.47,29.8,28.3,100.0,72.9,0.78,22471,ct,PARIVISION,inf,2389281
14.0,8.0,16.0,8.0,6.11,101.8,113.4,83.3,86.9,1.96,22471,t,PARIVISION,inf,2389281
10.0,7.0,10.0,7.0,5.44,91.0,96.5,83.3,86.0,1.63,22929,t,PARIVISION,inf,2389281
6.0,9.0,7.0,9.0,-1.6,68.8,73.8,66.7,69.4,0.95,23685,t,PARIVISION,inf,2389281
4.0,6.0,4.0,7.0,-3.72,28.8,28.3,66.7,68.9,0.73,13776,t,PARIVISION,inf,2389281
2.0,9.0,2.0,9.0,-5.41,38.4,42.7,66.7,71.0,0.54,19235,t,PARIVISION,inf,2389281
34.0,20.0,35.0,20.0,3.51,91.3,90.9,92.7,88.9,1.49,23319,total,Nemiga,All,2389203
39.0,24.0,39.0,26.0,2.3,87.7,84.4,78.0,72.8,1.4,19920,total,Nemiga,All,2389203
33.0,26.0,33.0,28.0,2.59,77.3,78.5,73.2,83.1,1.26,22460,total,Nemiga,All,2389203
25.0,29.0,26.0,31.0,0.42,74.2,74.5,85.4,84.0,1.07,22325,total,Nemiga,All,2389203
28.0,24.0,23.0,26.0,0.34,78.6,72.0,78.0,74.3,1.05,23317,total,Nemiga,All,2389203
29.0,12.0,29.0,14.0,7.22,106.6,102.8,87.5,82.2,1.81,19920,ct,Nemiga,All,2389203
24.0,9.0,24.0,10.0,5.93,100.9,97.3,95.8,85.2,1.66,23319,ct,Nemiga,All,2389203
19.0,11.0,14.0,13.0,0.74,82.7,69.6,87.5,80.3,1.07,23317,ct,Nemiga,All,2389203
14.0,14.0,14.0,16.0,0.05,78.5,75.0,95.8,89.6,1.04,22325,ct,Nemiga,All,2389203
16.0,16.0,14.0,18.0,-1.24,67.7,65.5,75.0,83.3,0.89,22460,ct,Nemiga,All,2389203
17.0,10.0,19.0,9.0,7.99,90.9,97.0,70.6,82.8,1.79,22460,t,Nemiga,All,2389203
10.0,11.0,11.0,10.0,0.1,77.8,81.9,88.2,94.1,1.25,23319,t,Nemiga,All,2389203
11.0,15.0,12.0,15.0,0.95,68.3,73.8,70.6,76.1,1.11,22325,t,Nemiga,All,2389203
9.0,13.0,9.0,13.0,-0.22,72.8,75.5,64.7,65.9,1.03,23317,t,Nemiga,All,2389203
10.0,12.0,10.0,12.0,-4.65,61.0,58.3,64.7,59.7,0.81,19920,t,Nemiga,All,2389203
31.0,29.0,33.0,30.0,-1.84,74.8,76.1,68.3,63.1,1.01,19698,total,illwill,All,2389203
26.0,32.0,26.0,32.0,-1.02,77.2,78.3,78.0,74.7,1.0,9656,total,illwill,All,2389203
26.0,32.0,26.0,33.0,0.61,66.8,66.8,68.3,73.0,1.0,20889,total,illwill,All,2389203
28.0,32.0,28.0,31.0,-2.86,71.9,73.0,65.9,63.0,0.88,18456,total,illwill,All,2389203
12.0,34.0,14.0,34.0,-4.05,50.4,55.8,48.8,55.7,0.6,8311,total,illwill,All,2389203
18.0,11.0,18.0,13.0,4.08,100.4,96.1,94.1,82.5,1.47,9656,ct,illwill,All,2389203
14.0,11.0,13.0,13.0,3.43,86.9,83.8,76.5,81.3,1.17,20889,ct,illwill,All,2389203
12.0,11.0,10.0,11.0,-3.13,70.2,64.6,76.5,69.9,0.77,18456,ct,illwill,All,2389203
6.0,12.0,6.0,13.0,-1.18,56.6,58.6,58.8,56.3,0.68,8311,ct,illwill,All,2389203
11.0,12.0,11.0,14.0,-7.39,71.3,68.2,82.4,63.3,0.65,19698,ct,illwill,All,2389203
20.0,17.0,22.0,16.0,2.09,77.3,81.7,58.3,63.0,1.27,19698,t,illwill,All,2389203
16.0,21.0,18.0,20.0,-2.66,73.0,79.1,58.3,58.1,0.95,18456,t,illwill,All,2389203
12.0,21.0,13.0,19.0,-1.4,52.5,54.8,62.5,67.2,0.87,20889,t,illwill,All,2389203
8.0,21.0,8.0,20.0,-4.63,60.8,65.7,66.7,69.2,0.66,9656,t,illwill,All,2389203
6.0,22.0,7.0,21.0,-6.09,45.9,53.8,41.7,55.2,0.55,8311,t,illwill,All,2389203
19.0,10.0,17.0,11.0,5.49,99.3,96.0,83.3,92.6,1.63,22460,total,Nemiga,anb,2389203
14.0,6.0,14.0,7.0,5.82,87.2,85.2,100.0,86.1,1.55,23319,total,Nemiga,anb,2389203
17.0,10.0,17.0,12.0,5.77,85.8,82.6,83.3,71.7,1.48,19920,total,Nemiga,anb,2389203
9.0,10.0,10.0,11.0,-1.38,66.1,63.9,83.3,75.8,0.97,22325,total,Nemiga,anb,2389203
11.0,9.0,9.0,10.0,-1.57,68.4,60.9,94.4,85.9,0.95,23317,total,Nemiga,anb,2389203
12.0,7.0,13.0,8.0,6.13,85.4,87.4,83.3,76.2,1.55,19920,ct,Nemiga,anb,2389203
11.0,4.0,11.0,4.0,4.55,94.7,92.0,100.0,80.6,1.5,23319,ct,Nemiga,anb,2389203
11.0,9.0,9.0,10.0,-2.04,92.7,88.9,75.0,90.0,1.01,22460,ct,Nemiga,anb,2389203
8.0,6.0,6.0,7.0,-2.55,72.1,62.7,91.7,81.2,0.87,23317,ct,Nemiga,anb,2389203
4.0,6.0,4.0,6.0,-4.01,64.7,61.8,91.7,81.0,0.79,22325,ct,Nemiga,anb,2389203
8.0,1.0,8.0,1.0,20.54,112.7,110.1,100.0,97.8,2.88,22460,t,Nemiga,anb,2389203
3.0,2.0,3.0,2.0,8.34,72.2,71.6,100.0,97.0,1.64,23319,t,Nemiga,anb,2389203
5.0,4.0,5.0,4.0,3.88,68.8,68.1,66.7,65.5,1.34,22325,t,Nemiga,anb,2389203
5.0,3.0,4.0,4.0,5.04,86.7,72.9,83.3,62.6,1.32,19920,t,Nemiga,anb,2389203
3.0,3.0,3.0,4.0,0.4,61.0,57.5,100.0,95.4,1.09,23317,t,Nemiga,anb,2389203
11.0,11.0,12.0,11.0,1.89,56.4,57.9,61.1,52.7,1.08,19698,total,illwill,anb,2389203
10.0,14.0,11.0,14.0,-0.67,67.7,71.2,66.7,71.6,0.97,20889,total,illwill,anb,2389203
14.0,17.0,16.0,17.0,-3.79,74.7,77.7,66.7,59.2,0.89,18456,total,illwill,anb,2389203
6.0,13.0,6.0,12.0,-4.09,58.9,61.7,66.7,53.4,0.61,9656,total,illwill,anb,2389203
4.0,15.0,5.0,15.0,-7.48,45.7,53.0,38.9,47.3,0.46,8311,total,illwill,anb,2389203
4.0,5.0,4.0,5.0,-6.4,91.3,96.3,66.7,74.8,0.74,20889,ct,illwill,anb,2389203
2.0,4.0,2.0,4.0,-4.31,57.8,62.0,83.3,56.5,0.58,9656,ct,illwill,anb,2389203
4.0,6.0,5.0,6.0,-8.92,56.5,61.4,66.7,55.7,0.53,18456,ct,illwill,anb,2389203
2.0,4.0,2.0,4.0,-7.96,22.7,24.1,66.7,37.2,0.35,19698,ct,illwill,anb,2389203
1.0,5.0,1.0,5.0,-10.61,47.0,54.1,33.3,18.2,0.23,8311,ct,illwill,anb,2389203
9.0,7.0,9.0,6.0,6.82,73.3,74.9,58.3,60.4,1.44,19698,t,illwill,anb,2389203
6.0,9.0,6.0,9.0,2.2,55.9,58.7,66.7,70.1,1.08,20889,t,illwill,anb,2389203
10.0,11.0,11.0,11.0,-1.22,83.8,85.9,66.7,60.9,1.07,18456,t,illwill,anb,2389203
4.0,9.0,4.0,8.0,-3.98,59.4,61.6,58.3,51.8,0.63,9656,t,illwill,anb,2389203
3.0,10.0,4.0,10.0,-5.91,45.1,52.5,41.7,61.9,0.57,8311,t,illwill,anb,2389203
20.0,14.0,21.0,14.0,1.71,94.6,95.4,87.0,91.1,1.47,23319,total,Nemiga,nuke,2389203
22.0,14.0,21.0,14.0,-0.41,89.1,85.8,73.9,73.7,1.37,19920,total,Nemiga,nuke,2389203
16.0,19.0,17.0,20.0,1.83,80.7,82.8,87.0,90.4,1.17,22325,total,Nemiga,nuke,2389203
17.0,15.0,15.0,16.0,1.83,86.6,80.7,65.2,65.2,1.15,23317,total,Nemiga,nuke,2389203
14.0,16.0,16.0,17.0,0.32,60.0,64.9,65.2,75.7,1.0,22460,total,Nemiga,nuke,2389203
17.0,5.0,16.0,6.0,8.32,127.8,118.2,91.7,88.1,2.07,19920,ct,Nemiga,nuke,2389203
13.0,5.0,13.0,6.0,7.3,107.2,102.6,91.7,89.9,1.81,23319,ct,Nemiga,nuke,2389203
10.0,8.0,10.0,10.0,4.1,92.2,88.1,100.0,98.2,1.34,22325,ct,Nemiga,nuke,2389203
11.0,5.0,8.0,6.0,4.03,93.3,76.4,83.3,79.4,1.28,23317,ct,Nemiga,nuke,2389203
5.0,7.0,5.0,9.0,-0.45,42.7,42.1,75.0,76.6,0.79,22460,ct,Nemiga,nuke,2389203
9.0,9.0,11.0,8.0,1.15,79.0,89.8,54.5,74.7,1.22,22460,t,Nemiga,nuke,2389203
7.0,9.0,8.0,8.0,-4.4,80.9,87.5,81.8,92.5,1.09,23319,t,Nemiga,nuke,2389203
6.0,10.0,7.0,9.0,-0.56,79.3,85.3,45.5,49.8,1.0,23317,t,Nemiga,nuke,2389203
6.0,11.0,7.0,10.0,-0.64,68.0,76.9,72.7,81.8,0.99,22325,t,Nemiga,nuke,2389203
5.0,9.0,5.0,8.0,-9.93,47.0,50.3,54.5,58.1,0.61,19920,t,Nemiga,nuke,2389203
20.0,19.0,20.0,20.0,1.38,91.6,91.3,87.0,91.4,1.37,9656,total,illwill,nuke,2389203
16.0,18.0,15.0,19.0,1.6,66.0,63.4,69.6,74.1,1.06,20889,total,illwill,nuke,2389203
20.0,18.0,21.0,19.0,-4.77,89.2,90.3,73.9,71.3,1.01,19698,total,illwill,nuke,2389203
14.0,15.0,13.0,15.0,-2.13,69.7,69.4,65.2,66.0,0.9,18456,total,illwill,nuke,2389203
8.0,19.0,9.0,19.0,-1.37,54.0,58.0,56.5,62.2,0.76,8311,total,illwill,nuke,2389203
16.0,7.0,16.0,9.0,8.66,123.5,114.7,100.0,96.7,2.07,9656,ct,illwill,nuke,2389203
10.0,6.0,9.0,8.0,8.8,84.5,77.0,81.8,84.9,1.46,20889,ct,illwill,nuke,2389203
5.0,7.0,5.0,8.0,3.97,61.9,61.1,72.7,77.1,1.04,8311,ct,illwill,nuke,2389203
8.0,5.0,6.0,6.0,0.03,77.7,66.3,81.8,77.6,0.97,18456,ct,illwill,nuke,2389203
9.0,8.0,8.0,10.0,-7.08,97.8,92.2,90.9,77.5,0.85,19698,ct,illwill,nuke,2389203
11.0,10.0,13.0,9.0,-2.65,81.2,88.6,58.3,65.6,1.15,19698,t,illwill,nuke,2389203
6.0,10.0,7.0,9.0,-4.11,62.2,72.2,50.0,55.4,0.84,18456,t,illwill,nuke,2389203
4.0,12.0,4.0,11.0,-5.29,62.2,69.8,75.0,86.5,0.72,9656,t,illwill,nuke,2389203
6.0,12.0,7.0,11.0,-4.99,49.1,50.9,58.3,64.3,0.69,20889,t,illwill,nuke,2389203
3.0,12.0,4.0,11.0,-6.27,46.8,55.1,41.7,48.6,0.5,8311,t,illwill,nuke,2389203
46.0,43.0,46.0,44.0,1.89,75.6,73.5,71.6,67.9,1.17,15914,total,Gaimin Gladiators,All,2389454
41.0,39.0,38.0,41.0,0.12,66.6,67.1,70.1,61.0,0.95,8565,total,Gaimin Gladiators,All,2389454
37.0,44.0,37.0,44.0,-1.97,61.3,60.4,73.1,64.3,0.87,17861,total,Gaimin Gladiators,All,2389454
32.0,52.0,32.0,54.0,-3.06,61.9,62.4,56.7,51.9,0.72,9219,total,Gaimin Gladiators,All,2389454
32.0,49.0,35.0,50.0,-3.44,52.7,54.7,61.2,57.6,0.71,9482,total,Gaimin Gladiators,All,2389454
15.0,22.0,14.0,23.0,-1.77,52.4,55.9,57.6,48.6,0.67,8565,ct,Gaimin Gladiators,All,2389454
17.0,27.0,19.0,28.0,-4.42,60.7,63.2,54.5,49.8,0.63,9482,ct,Gaimin Gladiators,All,2389454
16.0,26.0,17.0,27.0,-4.42,57.1,57.6,63.6,56.0,0.62,15914,ct,Gaimin Gladiators,All,2389454
15.0,27.0,16.0,28.0,-5.97,62.5,65.3,45.5,41.1,0.56,9219,ct,Gaimin Gladiators,All,2389454
10.0,24.0,11.0,23.0,-4.61,45.8,49.8,66.7,52.3,0.54,17861,ct,Gaimin Gladiators,All,2389454
30.0,17.0,29.0,17.0,8.01,93.6,88.9,79.4,79.5,1.7,15914,t,Gaimin Gladiators,All,2389454
26.0,17.0,24.0,18.0,1.96,80.4,78.0,82.4,73.1,1.21,8565,t,Gaimin Gladiators,All,2389454
27.0,20.0,26.0,21.0,0.59,76.3,70.6,79.4,75.9,1.18,17861,t,Gaimin Gladiators,All,2389454
17.0,25.0,16.0,26.0,-0.24,61.4,59.6,67.6,62.4,0.87,9219,t,Gaimin Gladiators,All,2389454
15.0,22.0,16.0,22.0,-2.49,45.0,46.4,67.6,65.1,0.78,9482,t,Gaimin Gladiators,All,2389454
53.0,39.0,55.0,40.0,3.22,88.3,89.1,77.6,72.8,1.36,21037,total,MIBR,All,2389454
54.0,34.0,53.0,36.0,3.54,71.4,70.2,82.1,80.0,1.33,23192,total,MIBR,All,2389454
46.0,35.0,44.0,35.0,1.58,73.3,69.9,83.6,72.8,1.16,20987,total,MIBR,All,2389454
39.0,38.0,39.0,39.0,-1.58,68.4,68.6,71.6,70.9,1.02,21288,total,MIBR,All,2389454
35.0,43.0,34.0,44.0,-0.29,63.9,61.3,73.1,69.7,0.92,19310,total,MIBR,All,2389454
24.0,26.0,26.0,27.0,0.33,78.2,83.1,70.6,62.5,1.01,21037,ct,MIBR,All,2389454
24.0,20.0,24.0,22.0,-0.76,61.8,62.4,85.3,79.6,0.97,23192,ct,MIBR,All,2389454
22.0,21.0,20.0,21.0,0.0,77.9,72.6,79.4,58.1,0.95,20987,ct,MIBR,All,2389454
16.0,24.0,17.0,24.0,-0.2,60.2,61.5,70.6,71.7,0.86,19310,ct,MIBR,All,2389454
15.0,24.0,17.0,24.0,-7.2,60.5,65.3,61.8,62.2,0.66,21288,ct,MIBR,All,2389454
29.0,13.0,29.0,13.0,6.2,98.7,95.2,84.8,83.5,1.73,21037,t,MIBR,All,2389454
30.0,14.0,29.0,14.0,7.96,81.3,78.3,78.8,80.3,1.69,23192,t,MIBR,All,2389454
